siteid,id,content,createTime
10000,f19e8b8b-9233-4491-8466-934d3ac2b289,"[2023/06/01 16:31:17]:Nash: Hello. James here. How can I help you?
[2023/06/01 16:31:17]:Visitor: Hi, I have a stupid question. Do UH students get free admission to the Houston Zoo?
[2023/06/01 16:31:17]:Nash: ?? Yes, of course. When you got to the ticket booth, there will be a line that has a “UH student” sign. Just go there and show them your student id. They’ll check it and give you an entrance ticket.
[2023/06/01 16:31:17]:Visitor: Sounds good! What if I don’t have the Physical student ID? 
[2023/06/01 16:31:17]:Nash: You can get your Student ID from CougarCard office. Across the street from the Rec Center. 
[2023/06/01 16:31:17]:Nash: Or, you can also print you blackboard/acceptance letter/schedule, there will be a student ID there. 
[2023/06/01 16:31:17]:Visitor: Okay perfect! Thank you so much!!",6/11/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b290,"[2023/06/01 16:31:17]:Nash: Hi, Adam, this is Lucas, how can I help you today?
[2023/06/01 16:31:17]:Visitor: Hi sir. 
[2023/06/01 16:31:17]:Visitor: I have applied to the University of Houston for Masters in Computer Science as an international student on December 7th. But did not get any reply. Does this mean I am rejected? 
[2023/06/01 16:31:17]:Nash: Oh, don’t worry. The review work has not been started yet. We usually review the applications in January. So I think you may receive a reply soon in February. 
[2023/06/01 16:31:17]:Visitor: Ah, OK. Thanks for you info. ",6/12/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b291,"[2023/06/01 16:31:17]:Nash: Good morning. How can I help you, Mary?
[2023/06/01 16:31:17]:Visitor: Hi, I know that I need at least 30 hours and a 3.25 gpa to get assured admission, but what does that mean? 
[2023/06/01 16:31:17]:Visitor: Do I automatically get in when I apply or does it mean I just have a higher chance to get.
[2023/06/01 16:31:17]:Nash: Hi, yes, it is automatic. If you apply you will automatic get in and receive the confirmation email. 
[2023/06/01 16:31:17]:Visitor: OK, great. Thank you.",6/13/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b292,"[2023/06/01 16:31:17]:Nash: Hi Daniel, what can I do for you?
[2023/06/01 16:31:17]:Visitor: Hi, I’m new here. Nice talking to you. 
[2023/06/01 16:31:17]:Nash: Nice talking to you too. What’s your inquiry? 
[2023/06/01 16:31:17]:Visitor: I’m a 12th grader and I was curious about my undergraduate chances at UH. 
[2023/06/01 16:31:17]:Visitor: These are my current stats:
•	3.578 GPA (Unweighted of course)
•	1150 (taking the SAT again)
•	Class rank: Top 28%
[2023/06/01 16:31:17]:Nash: It depends of the major you are looking to be admitted into. You are on target for Exploratory studies, but a little low for engineering.
[2023/06/01 16:31:17]:Nash: Which major are you interested in?
[2023/06/01 16:31:17]:Visitor: I am planning on applying for business
[2023/06/01 16:31:17]:Nash: OK. I think you will be fine to enter the business college. You can check this for details: https://www.bauer.uh.edu/undergraduate/future-students/high-school/requirements.php
[2023/06/01 16:31:17]:Visitor: OK. Thank you. Bye. 
[2023/06/01 16:31:17]:Nash: Glad to help. Have a good day!",6/14/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b293,"[2023/06/01 16:31:17]:Nash: Hi, how can I help you?
[2023/06/01 16:31:17]:Visitor: hello. I just got an admission and will be joining uni in fall as an international student
[2023/06/01 16:31:17]:Visitor: I want to know can i change my outstate fees to instate fees
[2023/06/01 16:31:17]:Visitor: or better if i can get 100% tuition off?
[2023/06/01 16:31:17]:Nash: Hi, I think you can try to see if you can apply for the Tier One scholarship! It's the UH full-ride scholarship program. It'll cover all your classes for four years, plus two years of the dorms and dining halls.
[2023/06/01 16:31:17]:Nash: You can check this link to see if you can meet the requirement: https://www.uh.edu/tieronescholars/eligibility/
[2023/06/01 16:31:17]:Visitor: I’ll check that. Thank you very much. ",6/15/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b294,"[2023/06/01 16:31:17]:Nash: Hello, Peter. How can I help you today?
[2023/06/01 16:31:17]:Visitor: I was accepted into general admissions, and I have architecture as my first major.
[2023/06/01 16:31:17]:Visitor: I was told it's a 2 part process. 
[2023/06/01 16:31:17]:Visitor: Will I receive another letter for my status or does my application status just change?
[2023/06/01 16:31:17]:Nash: Yes, you’ll receive a second letter from the archsso email. 
[2023/06/01 16:31:17]:Visitor: So how should I change the status after the second email?
[2023/06/01 16:31:17]:Nash: After we receive your reply confirmation to that email, we will manually change your status. So please remember to reply the confirmation email. 
[2023/06/01 16:31:17]:Visitor: All right. Thank you very much. ",6/16/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b295,"[2023/06/01 16:31:17]:Nash: Good morning, how may I help you today?
[2023/06/01 16:31:17]:Visitor: I am thinking to apply at UH for Fall'22, so I was wondering if you could evaluate my profile and tell me if I can get admission with this profile? Thank you!
[2023/06/01 16:31:17]:Visitor: University GP[2023/06/01 16:31:17]:Nash: 3.1/4 GRE: 310+ expected as I will take in Oct TOEFL: 100+ expected LoR: Strong
Intended Degree: Public Policy/ other policy related programs
Internships/work experience:
•	Research Associate at a US-based MNC ( will join from September as I'll graduate in August)
•	Research Associate at a local Research Centre ( worked part-time for 1 year and published a few reports on social & political issues)
•	Central Bank of my country (summer intern)
•	Finance Intern at a Startup (6-7 months part-time)
•	Leading NGO (volunteered for 2 years)
[2023/06/01 16:31:17]:Nash: Hi sir, you have a good GPA and extracurriculars so I think you’ll be fine. But please check the detailed requirements of the major you want to apply to. The requirement is different for different majors. 
[2023/06/01 16:31:17]:Nash: You can visitor this link for the details: https://www.bauer.uh.edu/undergraduate/future-students/high-school/requirements.php
[2023/06/01 16:31:17]:Visitor: This is the undergraduate, I’m applying for graduate student. 
[2023/06/01 16:31:17]:Nash: Oh sorry, my fault. Please visit this link instead: https://www.bauer.uh.edu/graduate/future-students/high-school/requirements.php
[2023/06/01 16:31:17]:Visitor: OK. Thank you. And sorry for another question, I want to know if I can get a scholarship. 
[2023/06/01 16:31:17]:Nash: No problem. You can check this link to see if you can meet the requirement: https://www.uh.edu/tieronescholars/eligibility/
[2023/06/01 16:31:17]:Visitor: OK. Thank you so much for the information. 
[2023/06/01 16:31:17]:Nash: You are welcome. ",6/17/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b296,"[2023/06/01 16:31:17]:Nash: Hi Lucy, Tom here. How can I help you?
[2023/06/01 16:31:17]:Visitor: Hi sir. i applied to U.H October last year and i submitted transcripts about a month ago and I’ve been waiting a while to get my admissions. How long does it usually take? 
[2023/06/01 16:31:17]:Nash: October Last year? Let me check. Your full name please?
[2023/06/01 16:31:17]:Visitor: Lucy Smith
[2023/06/01 16:31:17]:Nash: Sorry, we got multiple Lucy Smith here. Would you please tell me your email address you used in the application form please?
[2023/06/01 16:31:17]:Visitor: My email is LSmith@gmail.com 
[2023/06/01 16:31:17]:Nash: All right. Lucy, I checked that your application is still in review process. Please wait in patient and I think you will receive a reply in Feb. 
[2023/06/01 16:31:17]:Visitor: Great, thank you.  ",6/18/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b297,"[2023/06/01 16:31:17]:Nash: Hi, David here, glad to assist. How may I help you?
[2023/06/01 16:31:17]:Visitor: I was hoping to know my chances of getting into UH Honors College.
[2023/06/01 16:31:17]:Nash: OK, would you please tell me what is your SAT/GPA score?
[2023/06/01 16:31:17]:Visitor: I got a 1100 on my sat, ranked in the 1st quartile (12%, 43/354) with a 3.8 GPA
[2023/06/01 16:31:17]:Visitor: Im in National Honor Society for my last two years of high school and was in HOSA for my freshman year and junior year and I’m currently in SkillsUSA.
[2023/06/01 16:31:17]:Nash: Well, Your gpa and ranking are very competitive! You should be fine. It is suggested to apply for Honors College. You can do it right now.  
[2023/06/01 16:31:17]:Visitor: OK, thank you for the answer. I’ll submit the application ASAP. ",6/19/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b298,"[2023/06/01 16:31:17]:Nash: Hi, how may I help you today?
[2023/06/01 16:31:17]:Visitor: Hi I have a 4.0 cumulative high school gpa though and according to the admissions page, I am under “Assured admission”. I just wanted to know if this means that I am for sure guaranteed admission because I wanted to make accommodation decisions. 
[2023/06/01 16:31:17]:Nash: Have you already submitted the application or not?
[2023/06/01 16:31:17]:Visitor: No. Not yet. 
[2023/06/01 16:31:17]:Visitor: Oh and I want to apply without test scores because my test scores are like 5 years old (I’m 21, old freshman)
[2023/06/01 16:31:17]:Nash: Well, Are you in the Top 10 percent? This is a new policy. If you’re top 10% you have auto admission with or without test for any public university in Texas.
[2023/06/01 16:31:17]:Visitor: I’m in the top 20%, I think I will fall under the “assured admission” category.
[2023/06/01 16:31:17]:Visitor: I just wanted to make sure that the admission is guaranteed before I signed an apartment lease or anything. 
[2023/06/01 16:31:17]:Nash: Well, I believe you will. But it depends on the majors you select. You can try to apply it first ,then you will receive an email soon if you are “assured admission”. 
[2023/06/01 16:31:17]:Visitor: OK. Thanks for that. ",6/20/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b299,"[2023/06/01 16:31:17]:Nash: Hello Charles. Linda here. How may I help you today?
[2023/06/01 16:31:17]:Visitor: Hi it is about my scholarship. Can I mail a scholarship check to financial aid office? 
[2023/06/01 16:31:17]:Visitor: How was the process and how long did it take to show up on my account?
[2023/06/01 16:31:17]:Nash: I believe you need to go in person to the Financial Aid office to drop off the check. 
[2023/06/01 16:31:17]:Visitor: Thanks so much, I was about to mail it out ??.",6/21/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b300,"[2023/06/01 16:31:17]:Nash: Hi, how can I help you today?
[2023/06/01 16:31:17]:Visitor: Do UH give scholarships on spring?
[2023/06/01 16:31:17]:Nash: Sorry, currently we don’t have scholarship on Spring. 
[2023/06/01 16:31:17]:Visitor: Oh. OK. Thanks. ",6/22/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b301,"[2023/06/01 16:31:17]:Nash: Hello Elia, what can I do for you today?
[2023/06/01 16:31:17]:Visitor: I have a strange problem. My friends have their scholarships applied directly to tuition. But mine are given as refunds instead of being applied directly to my tuition.
[2023/06/01 16:31:17]:Visitor: Idk Why is that?
[2023/06/01 16:31:17]:Nash: Did you pay your tuition before you get the scholarship?
[2023/06/01 16:31:17]:Visitor: Yes. 
[2023/06/01 16:31:17]:Nash: OK, so this is why the scholarship changed to refund. Because you paid the total balance before the scholarship had the chance to disburse into your account.
[2023/06/01 16:31:17]:Visitor: Oh. So I shouldn’t do that?
[2023/06/01 16:31:17]:Nash: No. Don't pay the tuition in advance next time. You can do a payment plan with about three mouse clicks in AccessUH, then when the scholarships disburse the payment plan is paid with them. Your bank account, etc. Is never involved.
[2023/06/01 16:31:17]:Visitor: Ah, got it. Thank you very much. ",6/23/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b302,"[2023/06/01 16:31:17]:Nash: Hi, Nancy, what can I do for you?
[2023/06/01 16:31:17]:Visitor: Hi, I want to check my scholarship status. 
[2023/06/01 16:31:17]:Visitor: apparently other people have already received their academic excellence scholarships, but i never got one:(
[2023/06/01 16:31:17]:Nash: OK, please wait, let me check. You full name is Nancy Brown, right?
[2023/06/01 16:31:17]:Visitor: Yes. 
[2023/06/01 16:31:17]:Nash: Please wait. 
[2023/06/01 16:31:17]:Nash: Hi, Nancy, I checked that your application is still in review. Please be patient. And don’t worry since your grades are pretty good, you will surely receive the AES. 
[2023/06/01 16:31:17]:Visitor: OK, that will be fine. Thank you. ",6/24/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b303,"[2023/06/01 16:31:17]:Nash: Hi, Peter. My name is David. How can I help you today?
[2023/06/01 16:31:17]:Visitor: Hi David. im an international student, i have been facing a hard time to pay this years tuition, im looking for scholarships from the university or any organization that can help me pay. 
[2023/06/01 16:31:17]:Nash: OK. There are quite a few international scholarships. You can check out scholarship universe on your access uh. Some of the deadlines may have already passed for this year though. ??
[2023/06/01 16:31:17]:Visitor: Oh, haven’t thought that. Thank you very much. ",6/25/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b304,"[2023/06/01 16:31:17]:Nash: Hello, how can I help you sir?
[2023/06/01 16:31:17]:Visitor: Hi, it is about AES. 
[2023/06/01 16:31:17]:Visitor: I just got $6k/yr. I wonder if this was the max amount?
[2023/06/01 16:31:17]:Nash: Hi, it depends on year. But yes, it is the max amount this year and I think it can cover your full tuition. Congrats. 
[2023/06/01 16:31:17]:Visitor: Alright, thank you. ",6/26/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b305,"[2023/06/01 16:31:17]:Nash: Hi, what can I do for you?
[2023/06/01 16:31:17]:Visitor: Hi, when do the high school apps for class of 2024 start?
[2023/06/01 16:31:17]:Nash: it normally opens up around August 1st, 2023. Apply as quickly as you can so you can receive a decision and be prioritized for scholarships.
[2023/06/01 16:31:17]:Visitor: OK, thank you for the info.
[2023/06/01 16:31:17]:Nash: No problem. Any other question?
[2023/06/01 16:31:17]:Visitor: No. Thank you. Have a good day.  
[2023/06/01 16:31:17]:Nash: Thanks and you too. ",6/27/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b306,"[2023/06/01 16:31:17]:Nash: Hi there, how can I help you ?
[2023/06/01 16:31:17]:Visitor: Hi. I am currently doing the application to become an sep assist and was wondering how much they make in scholarships.
[2023/06/01 16:31:17]:Nash: OK, let me see, please wait. 
[2023/06/01 16:31:17]:Nash: Hi, I checked that it makes $2000. 
[2023/06/01 16:31:17]:Visitor: OK. Thank you very much. ",6/28/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b307,"[2023/06/01 16:31:17]:Nash: Hi Dally, this is Lisa, how can I help you today?
[2023/06/01 16:31:17]:Visitor: I want to know how competitive is the tier one scholarship. I'm an in state applicant.
[2023/06/01 16:31:17]:Visitor: Here are my stats:
1490 SAT (800 EBRW, 690 Math)
4.0 GPA Unweighted; Homeschooled (with 7 dual enrollment classes)
Extracurriculars:
Community College Philosophy Club President (won't list the community college)
Community College Accounting Club Member
Competitive Swimming
Competitive Soccer
Homeschool Book Club Founder
150 Volunteer Hours
[2023/06/01 16:31:17]:Nash: The Tier One scholarship is highly competitive, but with those scores and those extracurriculars I'd be gobsmacked to find that you aren't at least considered. I'd say you have very strong chances with those stats.
[2023/06/01 16:31:17]:Visitor: OK. Thank you. I read that the median score for winners of the Tier One Scholarship is a 1470, so do you think having a 1460 puts me at a disadvantage.
[2023/06/01 16:31:17]:Nash: Not in the slightest; that's close enough to the median that it will have zero detriment, and all those extracurriculars and volunteer hours (seriously, Philosophy Club president??) will be WAY more beneficial to your chances then being two questions' worth of points below the average SAT score might be detrimental.
[2023/06/01 16:31:17]:Nash: You've applied for the Honors College too, right? You'd be practically a shoe-in.
[2023/06/01 16:31:17]:Visitor: Great, thank you for your kind words. ",6/29/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b308,"[2023/06/01 16:31:17]:Nash: Hi, Nancy here. What can I do for you today?
[2023/06/01 16:31:17]:Visitor: Hi Nancy. I was awarded the academic excellence scholarship when admitted to UH, which is a scholarship lasting 4 years but I graduated a semester early. 
[2023/06/01 16:31:17]:Visitor: So what will happen to the last semester’s worth of scholarship money?
[2023/06/01 16:31:17]:Nash: I will just gone. The academic excellence only applies if you have at least 15 hours (full time) otherwise the scholarship won't disperse. If you already graduated then the remainder of that money is gone.
[2023/06/01 16:31:17]:Visitor: Oh. OK. 
[2023/06/01 16:31:17]:Nash: Is there anything else I can do for you?
[2023/06/01 16:31:17]:Visitor: No unless you can help me get the money back. 
[2023/06/01 16:31:17]:Nash: That’s not possible, sorry ??
[2023/06/01 16:31:17]:Visitor: Alright, I know. Thank you all the same. ",6/30/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b309,"[2023/06/01 16:31:17]:Nash: Hi Peter, how can I help you?
[2023/06/01 16:31:17]:Visitor: I am an freshman international student double majoring in mechanical engineering and computer science currently enrolled full time at uwgb, I have taken 17 credits this fall and I am taking another 17 credits this spring semester. my gpa is 3.411. if I transfer to the university of houston would I get in state tuition? Is there any other scholarships I could apply to?
[2023/06/01 16:31:17]:Nash: Hi, To get in-state tuition you have to have lived in Texas for the past 12 months before the semester starts. So I think the answer is no. 
[2023/06/01 16:31:17]:Nash: But you can try to apply scholarships for international students and transfers. 
[2023/06/01 16:31:17]:Visitor: OK, thank you. ",7/1/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b310,"[2023/06/01 16:31:17]:Nash: Hi, what can I do for you sir?
[2023/06/01 16:31:17]:Visitor: Hi, I want to know if I can get the full academic excellence scholarship. 
[2023/06/01 16:31:17]:Visitor: with a 1410 SAT and 3.79 uGPA and 4.26wGPA
[2023/06/01 16:31:17]:Visitor: I'm thinking about applying without class rank because my school doesn't officially rank.
[2023/06/01 16:31:17]:Nash: Those are pretty good stats! As long as you submit your application early (before mid October), I think you should be fine! Maybe not the full amount, but you should still get a pretty substantial amount.
[2023/06/01 16:31:17]:Visitor: OK, thank you very much. ",7/2/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b311,"[2023/06/01 16:31:17]:Nash: Hi Faye, how can I help you today?
[2023/06/01 16:31:17]:Visitor: Hi. I’m a hs senior and I was just turned down for the Tier One scholarship. However, the rejection email also mentioned the Provost Scholarship. 
[2023/06/01 16:31:17]:Visitor: but it requires joining the Bonner leadership program. I want to know More about it. 
[2023/06/01 16:31:17]:Nash: Hi. Yes. You can try the Provost Scholarship but you need to join the Bonner leadership program. You can refer to this link for more details: https://www.uh.edu/bonnerleadership
[2023/06/01 16:31:17]:Visitor: Alright. Thank you for this. I’ll check that. ",7/3/2023 16:31
10000,f19e8b8b-9233-4491-8466-934d3ac2b312,"[2023/06/01 16:31:17]:Nash: Hello, how can I help you today?
[2023/06/01 16:31:17]:Visitor: Hi, can I still get the scholarship money if I graduate one semester early?
[2023/06/01 16:31:17]:Nash: The answer is no. If you graduate early, you will forfeit any remaining semesters of the scholarship.
[2023/06/01 16:31:17]:Visitor: Like say I graduate Fall 2022 and not Spring 2023, what would happen to the scholarship money for the Spring 2023 semester? Will it be refunded to me?
[2023/06/01 16:31:17]:Visitor: Oh. Just saw your answer. 
[2023/06/01 16:31:17]:Visitor: But would it be possible to use the entire scholarship money for the school year of 2022-2023 to be applied only on the Fall 2022 semester?
[2023/06/01 16:31:17]:Nash: Sorry, the answer is still no. 
[2023/06/01 16:31:17]:Visitor: Damn. 
[2023/06/01 16:31:17]:Visitor: Sorry, not about you. 
[2023/06/01 16:31:17]:Nash: No problem. Often be asked about this question. But congratulations on graduating early!
[2023/06/01 16:31:17]:Visitor: Oh, thank you for that, and for the answer. 
[2023/06/01 16:31:17]:Nash: You are welcome. ",7/4/2023 16:31
